"sample_id","idat_path","condition","gse_id","array_type"
"GSM1051605_7800246140_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051606_7800246140_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051607_7800246188_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051608_7800246188_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051609_7800246188_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051610_7800246188_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051618_7796814016_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051619_7796814016_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051620_7796814016_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051621_7796814016_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051622_7796814016_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051623_7796814016_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051624_7796814016_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051625_7796814016_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051626_7796814016_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051627_7796814016_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051628_7796814016_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051629_7800246006_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051630_7800246006_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051631_7800246006_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051632_7800246006_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051633_7800246006_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051634_7800246006_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051635_7800246006_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051638_7800246006_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051639_7800246006_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051641_7800246018_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051642_7800246018_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051643_7800246018_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051644_7800246018_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051645_7800246018_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051646_7800246018_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051647_7800246018_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051648_7800246018_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051649_7800246018_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051650_7800246018_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051651_7800246018_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051652_7800246018_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051653_7800246043_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051654_7800246043_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051655_7800246043_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051656_7800246043_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051657_7800246043_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051658_7800246043_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051659_7800246043_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051660_7800246043_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051661_7800246043_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051662_7800246043_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051663_7800246054_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051664_7800246054_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051665_7800246054_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051666_7800246054_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051667_7800246054_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051668_7800246054_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051669_7800246054_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051671_7800246054_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051672_7800246054_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051673_7800246054_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051674_7800246054_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051675_7800246055_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051687_7800246071_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051688_7800246071_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051689_7800246071_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051690_7800246071_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051691_7800246071_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051692_7800246071_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051693_7800246071_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051710_7800246034_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051712_7800246034_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051713_7800246034_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051714_7800246034_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051715_7800246034_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051716_7800246034_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051717_7800246034_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051726_7800246040_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051727_7800246040_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051730_7800246040_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051731_7800246040_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051732_7800246040_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051733_7800246040_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051742_7800246041_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051744_7800246041_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051745_7800246041_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051746_7800246044_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051749_7800246044_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051751_7800246044_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051752_7800246044_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051754_7800246044_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051755_7800246044_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051756_7800246044_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051757_7800246046_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051758_7800246046_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051759_7800246046_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051760_7800246046_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051761_7800246046_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051762_7800246046_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051763_7800246046_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051764_7800246046_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051765_7800246046_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051766_7800246046_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051767_7800246046_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051768_7800246046_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051769_7800246057_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051770_7800246057_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051771_7800246057_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051772_7800246057_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051773_7800246057_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051774_7800246057_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051775_7800246057_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051777_7800246057_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051781_7800246068_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051782_7800246068_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051784_7800246068_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051786_7800246068_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051787_7800246068_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051788_7800246068_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051789_7800246068_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051790_7800246068_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051791_7800246079_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051792_7800246079_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051793_7800246079_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051802_7512560084_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051803_7512560084_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051804_7512560103_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051805_7512560103_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051806_7512560103_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051807_7512560103_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051808_7512560103_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051809_7512560103_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051810_7512560103_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051811_7512560103_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051812_7512560103_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051813_7512560103_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051814_7512560103_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051815_7512560103_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051816_7512560104_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051817_7512560104_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051820_7512560104_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051821_7512560104_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051822_7512560104_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051823_7512560104_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051824_7512560104_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051825_7512560104_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051826_7512560104_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051827_7512560115_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051828_7512560115_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051831_7512560115_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051832_7512560115_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051833_7512560115_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051834_7512560115_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051835_7512560115_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051836_7512560115_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051837_7512560115_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051838_7512560115_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051839_7512560124_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051840_7512560124_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051841_7512560124_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051842_7512560124_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051843_7512560124_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051844_7512560124_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051845_7512560124_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051846_7512560124_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051847_7512560124_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051848_7512560124_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051850_7512560124_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051851_7512560128_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051852_7512560128_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051853_7512560128_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051854_7512560128_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051855_7512560128_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051857_7512560128_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051859_7512560128_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
