"sample_id","idat_path","condition","gse_id","array_type"
"GSM5332106_204425710044_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332107_204425710044_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332108_204425710044_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332109_204425710044_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332110_204425710044_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332111_204425710044_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332112_204425710044_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332113_204088090161_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332114_204088090161_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332115_204088090161_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332116_204088090161_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332117_204088090161_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332118_204088090161_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332119_204088090161_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5332120_204088090161_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE174818/GSE174818_RAW","LC","GSE174818","IlluminaHumanMethylation450k"
"GSM5685685_201414140005_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685686_201414140005_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685687_201414140005_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685688_201414140005_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685689_201414140005_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685690_201414140005_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685691_201414140005_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685692_201414140005_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685693_201414140052_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685694_201414140052_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685695_201414140052_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685696_201414140052_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685697_201414140052_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685698_201414140052_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685699_201414140052_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685700_201414140052_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685701_201414140027_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685702_201414140027_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685703_201414140027_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685704_201414140027_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685705_201414140027_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685706_201414140027_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685707_201414140027_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685708_201414140057_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685709_201414140057_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685710_201414140057_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685711_201414140057_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685712_201414140057_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685713_201414140057_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685714_201414140057_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685715_201414140002_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685716_201414140002_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685717_201414140002_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685718_201414140002_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685719_201414140002_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685720_201414140002_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685721_201414140002_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685722_201414140002_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685723_201414140022_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685724_201414140022_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685725_201414140022_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685726_201414140022_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685727_201414140022_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685728_201414140022_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685729_201414140022_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685730_201414140022_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685731_201414140059_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685732_201414140059_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685733_201414140059_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685734_201414140059_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685735_201414140059_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685736_201414140059_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685737_201414140059_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685738_201414140059_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685739_201414140076_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685740_201414140076_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685741_201414140076_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685742_201414140076_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5685743_201414140076_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE188573/GSE188573_RAW","LC","GSE188573","IlluminaHumanMethylation450k"
"GSM5910329_205333460001_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910330_205333460001_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910331_205333460001_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910332_205333460001_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910333_205333460001_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910334_205333460001_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910335_205333460058_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910336_205333460058_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910337_205333460058_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910338_205333460058_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910339_205333460058_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910340_205333460058_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910341_205333460058_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910342_205333460058_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM5910343_205333460084_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE197152/GSE197152_RAW","LC","GSE197152","IlluminaHumanMethylation450k"
"GSM6430109_204295600039_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430110_204295600039_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430111_204305180051_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430112_204295600089_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430113_204295600039_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430114_204305180051_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430115_204305180051_R04C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430116_204295600066_R02C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430117_204297500090_R05C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430118_204297500090_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430119_204295600039_R01C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430120_204305180051_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430121_204295600089_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430122_204297500090_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430123_204295600039_R06C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430124_204295600039_R07C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430125_204295600089_R03C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM6430126_204297500090_R08C01","/Volumes/T9/EpiMECoV/data/LC/GSE210430/GSE210430_RAW","LC","GSE210430","IlluminaHumanMethylation450k"
"GSM1051533_7800246024_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051534_7800246024_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051535_7800246024_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051536_7800246024_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051537_7800246085_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051538_7800246085_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051539_7800246085_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051540_7800246085_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051541_7800246085_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051542_7800246085_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051543_7800246085_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051544_7800246085_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051545_7800246085_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051549_7800246087_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051550_7800246087_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051551_7800246087_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051552_7800246087_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051553_7800246087_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051555_7800246087_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051556_7800246087_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051557_7800246087_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051558_7800246087_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051559_7800246087_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051560_7800246087_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051561_7800246123_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051562_7800246123_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051563_7800246123_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051564_7800246123_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051566_7800246123_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051567_7800246123_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051568_7800246123_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051569_7800246123_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051570_7800246123_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051571_7800246123_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051572_7800246123_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051573_7800246132_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051574_7800246132_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051575_7800246132_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051576_7800246132_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051577_7800246132_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051578_7800246132_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051579_7800246132_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051580_7800246132_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051581_7800246132_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051582_7800246132_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051583_7800246132_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051584_7800246137_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051585_7800246137_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051586_7800246137_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051587_7800246137_R04C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051588_7800246137_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051589_7800246137_R06C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051590_7800246137_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051591_7800246137_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051592_7800246137_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051593_7800246137_R05C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051594_7800246137_R06C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051595_7800246140_R01C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051596_7800246140_R02C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051597_7800246140_R03C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051599_7800246140_R05C01","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051601_7800246140_R01C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051602_7800246140_R02C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051603_7800246140_R03C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
"GSM1051604_7800246140_R04C02","/Volumes/T9/EpiMECoV/data/controls/GSE42861/GSE42861_RAW","controls","GSE42861","IlluminaHumanMethylation450k"
